0TextId year verbs innerVerbs voir:perception regarder:perception sentir:perception apercevoir:perception vouloir:volition oser:volition compter:volition essayer:volition savoir:cognition trouver:cognition croire:cognition entendre:cognition attendre:cognition connaître:cognition devoir:moral falloir:moral espérer:moral valoir:moral refuser:moral accepter:moral engager:moral aimer:affect manquer:affect souffrir:affect craindre:affect
Tressan_Prince 1780 404 60 56 5 3 3 4 6 0 1 5 7 5 4 0 4 3 1 3 1 1 0 0 3 1 1 1
Voltaire_Homme 1768 258 39 44 0 3 0 3 4 1 0 4 3 4 1 0 2 6 3 2 2 0 0 0 0 1 0 0
Cazotte_Diable 1772 426 50 47 0 1 0 11 1 0 0 5 1 2 2 4 3 7 4 0 1 0 0 0 0 0 0 1
Grandin_Paulin 1792 669 75 61 1 5 5 8 4 0 0 4 6 9 3 5 5 2 6 0 0 0 0 0 3 0 1 0
Arnaud_Clary 1767 182 21 17 0 2 1 2 2 0 0 3 1 2 0 1 3 3 0 0 0 0 0 0 1 0 1 0
Doppet_Memoires 1786 488 75 57 1 1 1 11 4 1 0 5 7 11 1 1 4 12 2 0 0 0 0 0 1 1 1 1
Charriere_Lausanne 1785 730 100 125 2 8 0 13 4 1 0 8 15 5 3 2 4 4 8 0 0 4 0 2 1 0 3 3
Mercier_Jezennemours 1776 1137 146 152 1 11 5 16 6 2 0 17 11 15 8 3 15 8 7 3 0 0 1 2 2 0 2 0
Voltaire_Eloge 1775 458 56 65 1 1 0 1 4 0 0 6 8 2 6 0 5 5 5 1 1 0 0 0 2 0 0 0
Beckford_Vathek 1787 556 78 67 3 0 4 12 1 0 2 9 5 4 5 2 5 4 5 2 0 0 0 0 4 1 0 0
Ducray_Victor 1796 2738 435 345 7 11 12 47 22 0 0 50 17 29 19 19 33 28 35 10 0 5 0 12 18 5 3 12
Leonard_Clementine 1774 242 42 34 0 0 1 3 1 0 0 8 2 6 1 0 3 2 2 0 0 1 0 0 3 0 0 4
Fyot_Memoires 1752 368 42 54 1 1 2 6 1 0 0 0 5 1 2 3 0 7 3 0 0 0 0 1 4 2 0 1
Jacquin_Parisiennes 1758 885 95 91 6 5 6 10 6 0 0 0 13 15 1 2 8 4 4 0 2 0 1 0 3 2 1 2
Puttelange_Roi 1791 300 37 39 1 2 0 7 0 0 0 6 3 1 1 2 0 2 2 0 3 0 0 0 2 2 0 1
Nerciat_Etourdi 1784 681 78 78 1 3 3 6 7 0 0 6 11 5 2 3 6 10 4 0 1 1 0 2 5 2 0 0
Bastide_Maison 1762 225 33 30 0 2 2 3 0 0 0 1 1 4 0 1 1 1 5 1 1 0 0 2 1 0 0 0
Mirabeau_Conversion 1783 589 70 72 0 5 1 11 1 0 0 6 1 6 3 3 5 3 5 0 4 0 1 0 2 1 0 0
Merard_Bergeries 1784 305 37 31 0 1 1 8 0 0 0 4 2 1 1 0 3 3 1 0 0 0 0 0 4 0 0 2
Sade_Philosophie 1791 985 149 140 0 6 0 26 6 0 3 16 5 9 3 7 10 14 15 3 2 1 0 2 0 1 0 2
Florian_Numa 1786 1149 130 100 4 8 4 20 7 1 0 2 6 8 7 3 6 17 4 3 0 1 1 0 4 1 2 4
Ducray_Coelina 1799 4009 606 565 15 24 22 74 18 4 0 76 22 36 42 12 51 24 14 7 1 7 2 8 19 4 8 19
Sade_Crimes 1799 2757 388 328 3 9 6 50 41 3 0 25 32 30 7 6 33 55 43 2 5 1 2 2 10 8 2 9
Arnaud_Zenothemis 1773 241 19 18 0 0 1 2 2 0 0 3 1 2 0 0 2 3 1 0 0 0 0 0 1 1 1 0
CastilhonJ_Robert 1769 862 102 99 2 5 6 15 7 0 1 6 12 7 4 0 7 4 1 0 0 4 1 2 3 4 1 2
Luchet_Vicomte 1784 473 41 31 0 1 1 5 4 0 1 4 6 2 2 1 4 1 3 0 0 1 0 0 3 1 0 1
Charriere_Noble 1763 191 34 38 0 1 0 3 0 0 0 4 7 1 1 0 1 2 2 0 1 1 0 0 4 0 0 0
Popeliniere_Daira 1760 743 114 92 2 7 4 14 5 1 0 11 12 12 4 3 15 7 3 0 0 0 0 0 2 0 0 2
Tiphaigne_Galligenes 1765 580 77 85 4 0 1 13 3 0 1 6 8 3 7 2 4 11 1 0 1 0 0 0 0 1 0 4
Chaussard_Diable 1799 1062 77 75 1 6 3 7 10 0 1 6 4 5 13 1 4 5 3 0 1 0 1 0 0 5 0 0
Rosny_Firmin 1798 550 66 78 0 5 5 7 4 0 1 10 7 2 0 2 4 8 3 1 0 2 0 0 2 1 1 1
Genlis_Chevaliers 1795 2989 382 365 13 15 9 42 35 0 0 27 30 23 27 5 31 40 16 2 1 1 2 3 20 1 6 2
Tiphaigne_Amilec 1753 272 37 44 0 0 3 2 0 0 0 0 6 2 2 0 2 8 1 0 0 0 0 0 0 0 1 0
Tressan_Jehan 1780 373 48 51 3 2 4 2 4 0 0 6 3 4 1 0 2 2 0 0 0 0 0 0 5 1 0 0
Arnaud_Sargines 1772 307 36 34 1 3 0 1 1 0 2 3 3 3 0 1 4 5 4 4 0 1 0 0 2 0 0 0
Chevrier_Magakou 1752 221 26 25 2 0 1 2 3 0 1 0 0 1 1 0 1 4 3 1 0 1 0 1 2 0 1 1
Ducray_Cinquante 1798 1006 143 135 3 7 4 12 6 1 0 13 8 5 9 1 8 12 10 5 0 5 2 0 8 2 0 4
Falconet_Debut 1770 461 64 53 3 1 7 9 11 1 0 0 1 4 2 8 1 6 3 1 0 0 0 0 2 1 0 1
PigaultLebrun_Enfant 1792 1376 113 118 5 7 1 14 6 0 1 11 15 4 2 3 7 2 6 1 3 2 0 1 4 4 2 2
Laveaux_Eusebe 1785 479 64 66 1 3 3 9 1 0 0 7 5 7 2 2 4 0 4 0 0 2 0 1 6 0 1 0
Constant_Mari 1783 550 92 86 1 4 0 12 0 2 0 8 5 11 0 4 3 2 13 2 1 0 0 2 3 0 4 5
Crebillon_Atheniennes 1771 2893 489 564 3 24 5 50 2 3 0 55 26 78 4 10 20 83 19 5 4 1 0 3 10 7 0 27
Souza_Emilie 1799 1080 174 142 7 11 8 11 8 1 3 11 10 13 12 3 13 19 2 2 1 1 1 3 7 3 1 5
Cazotte_Ollivier 1763 936 91 86 1 3 4 11 9 0 3 5 11 4 3 2 5 12 6 0 1 0 0 2 2 0 0 2
Voltaire_Songe 1756 198 23 33 1 1 0 3 5 1 1 1 0 4 0 1 2 3 0 1 0 0 0 0 0 0 0 0
Diderot_Supplement 1796 175 17 19 0 1 0 0 2 2 0 2 0 1 1 3 0 1 1 0 0 0 0 0 0 0 1 0
Duclos_Memoires 1751 581 89 102 3 12 2 9 7 1 0 0 8 11 2 1 3 15 3 1 0 0 0 2 7 0 0 1
Benouville_Pensees 1758 598 102 93 0 3 1 19 5 0 0 8 7 11 7 1 3 4 20 1 2 1 0 0 2 0 0 1
Benoist_Elisabeth 1766 1323 173 191 3 13 5 11 5 0 0 2 6 21 6 4 13 18 6 2 4 1 0 2 19 1 1 6
Berquin_Enfants 1782 521 96 94 2 4 3 12 1 0 1 5 6 7 5 1 2 3 13 0 2 0 0 0 1 2 1 3
Diderot_Oiseau 1748 283 27 38 0 1 2 3 2 0 0 5 0 2 0 1 0 1 3 0 0 1 0 0 0 0 1 1
Louvet_Annee 1787 2024 310 223 7 15 9 31 12 1 1 33 26 34 17 12 10 12 20 3 4 2 6 2 9 3 1 8
Charriere_Femmes 1795 670 95 101 3 3 0 10 9 1 0 7 6 5 13 0 1 8 4 2 0 2 1 0 2 1 1 1
Montdorge_Nadir 1769 351 30 21 1 1 0 6 3 0 1 0 1 1 3 2 3 5 2 0 2 0 0 0 0 0 0 1
Blanchard_Philetas 1800 339 53 39 3 2 1 4 7 0 0 4 1 3 3 0 3 1 1 0 0 1 0 0 7 0 0 3
Maubert_Paisan 1754 783 94 104 1 1 0 13 3 1 0 3 10 6 7 6 7 4 4 3 3 2 2 2 2 1 0 0
Diderot_Jacques 1796 1397 161 156 7 3 4 16 6 0 0 36 13 22 11 5 4 2 8 3 2 2 0 0 4 5 1 1
Duvernet_Guillaume 1781 136 18 19 1 0 0 8 1 0 0 1 0 1 1 0 0 3 1 0 0 0 0 0 0 0 1 0
Beaumont_Prince 1756 158 23 24 1 0 0 6 0 0 0 5 0 3 1 0 0 1 1 0 0 1 0 0 2 0 0 0
Anonym_Suzon 1778 539 68 84 0 4 2 11 2 0 0 3 6 3 3 2 3 8 2 0 0 1 0 1 3 2 0 0
Voltaire_Oreilles 1775 190 24 32 0 1 0 5 2 0 0 3 0 0 1 1 1 3 4 0 0 0 0 0 1 0 0 0
Louvet_Fin 1790 1173 196 147 4 4 4 19 5 2 0 18 18 20 18 15 7 14 9 3 1 3 0 0 7 0 3 3
Genlis_Emigres 1798 1778 200 304 4 7 3 21 9 1 0 30 16 13 9 7 11 16 21 4 2 1 0 0 4 4 1 1
Retif_Sara 1796 1014 181 129 3 16 5 21 8 3 1 9 12 11 6 4 13 10 4 2 1 2 2 2 23 2 2 3
AndreSerieys_Comte 1800 826 81 75 3 2 5 6 5 1 0 5 9 6 3 3 8 8 6 0 0 1 0 0 4 1 0 2
Nerciat_Aphrodites 1764 1612 206 236 1 11 2 32 10 1 1 20 13 13 8 14 11 12 16 3 6 0 1 1 7 5 2 2
Nerciat_Doctorat 1788 209 25 26 0 0 0 0 3 0 0 5 4 6 1 1 1 1 0 0 0 0 0 0 2 0 0 1
Duvernet_Retraite 1790 177 25 22 0 1 0 4 0 0 0 4 3 2 1 1 1 0 1 0 0 0 0 0 3 1 0 1
Gerard_Comte 1774 2418 291 368 5 15 6 24 27 1 0 26 18 20 7 4 20 24 18 3 3 8 1 1 19 2 6 11
Riccoboni_LettresAdelaide 1767 766 110 87 0 6 1 15 4 0 0 12 5 9 2 1 5 12 2 3 0 1 0 9 9 0 2 0
Beaumont_Clarice 1767 2153 360 367 9 21 1 35 19 7 2 34 16 21 8 15 19 38 32 10 2 4 1 11 12 10 9 12
Arnaud_Epoux 1745 1184 178 167 6 14 5 14 9 0 0 19 6 11 3 9 11 21 10 5 0 2 1 2 21 1 0 0
Saurin_Mirza 1754 371 46 54 1 2 0 4 2 0 0 1 4 7 2 1 0 2 4 0 2 0 0 0 0 2 0 1
Souza_Adele 1794 882 138 122 5 8 3 15 10 1 1 14 8 6 7 4 10 7 8 1 1 1 0 1 7 1 1 5
Rousseau_Julie 1761 4593 828 728 6 85 13 74 44 6 0 102 31 40 15 17 40 51 83 14 14 6 4 1 43 6 12 23
Voltaire_Ingenu 1767 345 46 45 5 1 2 7 2 0 0 7 4 2 1 0 3 0 0 1 2 0 1 0 4 0 0 0
Marchadier_Isle 1752 200 17 13 0 2 0 6 3 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0
Riccoboni_LettresFanni 1757 527 95 70 2 4 1 21 1 0 0 10 4 6 3 2 6 7 1 1 1 0 0 2 7 1 2 2
Riccoboni_MylordRivers 1776 800 104 72 0 3 2 23 9 0 1 9 7 11 2 6 4 6 0 1 1 0 0 2 12 1 0 3
Riccoboni_LettreJuliette 1759 533 72 72 2 4 2 7 2 1 0 8 4 10 1 3 1 7 3 1 0 1 0 1 2 1 1 0
Duvernet_Devotions 1790 218 33 24 0 0 1 8 1 0 0 3 0 2 3 0 4 0 4 0 0 0 0 0 1 0 1 1
Moreau_Memoire 1757 163 26 33 0 0 1 5 3 0 0 2 2 4 1 1 4 2 1 1 0 0 0 0 0 0 0 0
Arnaud_Matinees 1798 1216 169 185 0 6 4 7 17 1 1 17 10 10 5 8 7 25 14 1 0 5 2 2 11 1 4 5
Crebillon_Nuit 1755 512 110 96 0 4 0 20 5 1 0 9 8 25 5 2 4 7 4 0 0 0 0 1 3 3 0 1
Ripault_Journee 1797 197 25 23 1 0 1 1 2 1 0 0 1 3 2 2 0 3 1 1 1 0 0 1 0 0 0 1
Dorat_Malheurs 1772 928 135 149 0 4 5 10 10 1 0 11 5 15 4 5 6 18 11 2 3 2 0 1 5 2 2 5
Bernardin_Paul 1787 814 98 107 6 4 0 8 10 3 0 7 7 14 8 3 3 3 1 1 1 0 0 7 1 2 0 2
Arnaud_Nancy 1767 228 18 30 1 1 1 1 1 0 0 3 0 1 0 0 1 2 1 0 0 1 0 0 0 1 0 0
Florian_Estelle 1788 488 67 61 3 2 2 6 6 0 2 5 3 9 3 0 1 8 10 0 3 0 0 0 6 1 0 1
Dorvigny_Tante 1800 1404 152 183 3 10 2 23 14 1 1 19 9 8 3 8 7 14 6 3 5 2 0 1 3 1 0 3
Sade_Justine 1791 1752 219 225 2 10 2 31 14 1 0 10 22 18 8 5 12 26 31 1 5 4 2 1 4 2 2 0
Charriere_Caliste 1787 483 76 77 2 3 0 8 1 1 0 8 5 3 3 2 0 2 3 1 1 1 2 0 8 0 1 1
Marmontel_Dejeunes 1791 229 37 38 1 0 1 4 1 0 0 3 1 4 3 1 1 5 0 0 1 0 0 1 2 1 0 0
Voltaire_Micromegas 1752 169 24 40 0 0 0 3 1 0 0 2 4 2 1 0 1 0 2 0 0 0 0 0 1 0 0 0
Boufflers_Reine 1760 134 17 15 0 0 0 6 0 0 0 4 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
Voltaire_Consoles 1756 95 9 12 0 0 0 1 0 0 0 1 2 0 1 0 0 0 2 1 0 0 0 0 1 0 0 0
Prevost_Monde 1760 2150 288 252 10 12 3 13 22 5 0 9 25 24 16 18 16 37 5 14 1 3 1 6 5 9 5 9
Retif_Paysanne 1784 2964 589 508 24 18 10 54 13 2 2 76 14 57 28 12 21 37 42 7 5 0 3 1 37 9 4 6
