 	SPACE	 
la	DET	le
vanité	NOUN	vanité
,	PUNCT	,
elle	PRON	lui
se	PRON	se
refroidit	VERB	refroidir
.	PUNCT	.
Traîner	VERB	traîner
une	DET	un
vie	NOUN	vie
monotone	ADJ	monotone
!	PUNCT	!
Posséder	VERB	posséder
tant	ADV	tant
de	ADP	de
charmes	NOUN	charme
,	PUNCT	,
et	CCONJ	et
n'	ADV	n'
en	PRON	en
avoir	VERB	avoir
pas	ADV	pas
un	DET	un
témoin	NOUN	témoin
!	PUNCT	!
Ne	ADV	ne
recevoir	VERB	recevoir
nul	DET	nul
éloge	NOUN	éloge
!	PUNCT	!
N'	ADV	n'
être	AUX	être
belle	ADJ	bel
,	PUNCT	,
en	ADP	en
un	DET	un
mot	NOUN	mot
,	PUNCT	,
que	ADV	que
pour	ADP	pour
les	DET	le
grossiers	ADJ	grossier
habitants	NOUN	habitant
de	ADP	de
la	DET	le
campagne	NOUN	campagne
!	PUNCT	!
C'	PRON	ce
était	AUX	être
une	DET	un
réforme	NOUN	réforme
dont	PRON	dont
l'	DET	le
idée	NOUN	idée
seule	ADJ	seul
n'	ADV	n'
était	AUX	être
point	ADV	point
supportable	ADJ	supportable
.	PUNCT	.
Où	ADV	où
sa	DET	son
mère	NOUN	mère
apercevait	VERB	apercevoir
des	DET	un
dangers	NOUN	danger
,	PUNCT	,
des	DET	un
erreurs	NOUN	erreur
,	PUNCT	,
une	DET	un
perte	NOUN	perte
certaine	ADJ	certain
,	PUNCT	,
elle	PRON	lui
n'	ADV	n'
envisageait	VERB	envisager
que	ADV	que
des	DET	un
plaisirs	NOUN	plaisir
permis	VERB	permettre
,	PUNCT	,
une	DET	un
coquetterie	NOUN	coquetterie
légère	ADJ	léger
dont	PRON	dont
ne	ADV	ne
s'	PRON	se
offensait	VERB	offenser
point	ADV	point
la	DET	le
vertu	NOUN	vertu
,	PUNCT	,
l'	DET	le
art	NOUN	art
innocent	ADJ	innocent
de	ADP	de
plaire	VERB	plaire
qui	PRON	qui
enchaîne	VERB	enchaîne
sans	ADP	sans
captiver	VERB	captiver
,	PUNCT	,
qui	PRON	qui
entretient	VERB	entretenir
le	DET	le
brillant	NOUN	brillant
de	ADP	de
l'	DET	le
imagination	NOUN	imagination
,	PUNCT	,
répand	VERB	répandre
des	DET	un
fleurs	NOUN	fleur
sur	ADP	sur
l'	DET	le
esprit	NOUN	esprit
,	PUNCT	,
et	CCONJ	et
ne	ADV	ne
va	VERB	aller
jamais	ADV	jamais
jusqu'	ADP	jusque
à	ADP	à
la	DET	le
liberté	NOUN	liberté
du	ADP	de
cœur	NOUN	cœur
.	PUNCT	.
Nancy	PROPN	Nancy
déterminée	VERB	déterminer
à	ADP	à
ne	ADV	ne
point	ADV	point
quitter	VERB	quitter
la	DET	le
ville	NOUN	ville
,	PUNCT	,
employa	VERB	employer
donc	ADV	donc
auprès	ADV	auprès
de	ADP	de
sa	DET	son
mère	NOUN	mère
les	DET	le
caresses	NOUN	caresse
,	PUNCT	,
les	DET	le
prières	NOUN	prière
,	PUNCT	,
les	DET	le
larmes	NOUN	larme
.	PUNCT	.
De	ADP	de
toutes	ADJ	tout
les	DET	le
faiblesses	NOUN	faiblesse
,	PUNCT	,
la	DET	le
faiblesse	NOUN	faiblesse
maternelle	ADJ	maternel
est	AUX	être
sans	ADP	sans
contredit	NOUN	contredit
celle	PRON	celui
qui	PRON	qui
sait	VERB	savoir
le	DET	le
moins	ADV	moins
résister	VERB	résister
:	PUNCT	:
Nancy	PROPN	Nancy
l'	PRON	l'
emporta	VERB	emporter
.	PUNCT	.
Elles	PRON	lui
restèrent	VERB	rester
à	ADP	à
Londres	PROPN	Londres
,	PUNCT	,
et	CCONJ	et
continuerent	VERB	continuerer
de	ADP	de
recevoir	VERB	recevoir
de	DET	de
nombreuses	ADJ	nombreux
visites	NOUN	visite
;	PUNCT	;
et	CCONJ	et
la	DET	le
malheureuse	ADJ	malheureux
mère	NOUN	mère
vit	VERB	voir
avec	ADP	avec
douleur	NOUN	douleur
sa	DET	son
fille	NOUN	fille
entourée	VERB	entourer
d'	ADP	de
une	DET	un
foule	NOUN	foule
d'	ADP	de
adorateurs	NOUN	adorateur
qui	PRON	qui
ne	ADV	ne
cherchaient	VERB	chercher
qu'	ADV	qu'
à	ADP	à
la	PRON	le
retenir	VERB	retenir
dans	ADP	dans
cette	DET	ce
ivresse	NOUN	ivresse
si	ADV	si
préjudiciable	ADJ	préjudiciable
à	ADP	à
la	DET	le
pureté	NOUN	pureté
des	ADP	de
mœurs	NOUN	mœur
,	PUNCT	,
et	CCONJ	et
aux	ADP	à
progrès	NOUN	progrès
de	ADP	de
la	DET	le
raison	NOUN	raison
.	PUNCT	.

	SPACE	

Slightman	PROPN	Slightman
était	AUX	être
un	PRON	un
des	ADP	de
premiers	ADJ	premier
parmi	ADP	parmi
les	DET	le
beaux	ADJ	beal
qui	PRON	qui
assistaient	VERB	assister
à	ADP	à
son	DET	son
thé	NOUN	thé
;	PUNCT	;
ses	DET	son
habits	NOUN	habit
,	PUNCT	,
ses	DET	son
chevaux	NOUN	cheval
,	PUNCT	,
ses	DET	son
étourderies	NOUN	étourderie
fréquentes	ADJ	fréquent
,	PUNCT	,
ses	DET	son
longs	ADJ	long
soupers	NOUN	souper
,	PUNCT	,
son	DET	son
jeu	NOUN	jeu
exorbitant	ADJ	exorbitant
,	PUNCT	,
l'	PRON	l'
avaient	AUX	avoir
mis	VERB	mettre
à	ADP	à
la	DET	le
mode	NOUN	mode
.	PUNCT	.
Persuadé	VERB	persuader
qu'	SCONJ	que
à	ADP	à
quelque	DET	quelque
prix	NOUN	prix
que	SCONJ	que
ce	PRON	ce
soit	VERB	être
,	PUNCT	,
il	PRON	il
est	AUX	être
flatteur	ADJ	flatteur
d'	ADP	de
arrêter	VERB	arrêter
l'	DET	le
attention	NOUN	attention
du	ADP	de
public	NOUN	public
,	PUNCT	,
et	CCONJ	et
d'	ADP	de
exciter	VERB	exciter
du	DET	de
bruit	NOUN	bruit
,	PUNCT	,
il	PRON	il
payait	VERB	payer
divers	DET	divers
auteurs	NOUN	auteur
de	ADP	de
Pamphlet	PROPN	Pamphlet
pour	ADP	pour
qu'	SCONJ	que
ils	PRON	il
parlassent	VERB	parler
de	ADP	de
lui	PRON	lui
dans	ADP	dans
leurs	DET	leur
papiers	NOUN	papier
;	PUNCT	;
dût	VERB	devoir
leur	DET	leur
plume	NOUN	plume
vénale	ADJ	vénal
ne	ADV	ne
lui	PRON	lui
être	AUX	être
point	ADV	point
favorable	ADJ	favorable
!	PUNCT	!
Il	PRON	il
pardonnait	VERB	pardonner
même	ADV	même
la	DET	le
satyre	NOUN	satyre
,	PUNCT	,
quand	SCONJ	quand
l'	DET	le
article	NOUN	article
qui	PRON	qui
le	PRON	le
concernait	VERB	concerner
était	AUX	être
étendu	VERB	étendre
.	PUNCT	.
Avide	ADV	avide
de	ADP	de
circuler	VERB	circuler
dans	ADP	dans
la	DET	le
société	NOUN	société
,	PUNCT	,
il	PRON	il
possédait	VERB	posséder
l'	DET	le
heureuse	ADJ	heureux
magie	NOUN	magie
de	ADP	de
se	PRON	se
multiplier	VERB	multiplier
et	CCONJ	et
de	ADP	de
se	PRON	se
reproduire	VERB	reproduire
à	ADP	à
la	DET	le
fois	NOUN	fois
aux	ADP	à
spectacles	NOUN	spectacle
de	ADP	de
Drury	PROPN	Drury
-	PROPN	-
Lane	PROPN	Lane
,	PUNCT	,
de	ADP	de
Hay	PROPN	Hay
-	PROPN	-
Market	PROPN	Market
,	PUNCT	,
à	ADP	à
Hide	PROPN	Hide
-	PROPN	-
Park	PROPN	Park
,	PUNCT	,
à	ADP	à
Waux	PROPN	Waux
-	PROPN	-
Hall	PROPN	Hall
,	PUNCT	,
à	ADP	à
Ranelagh	PROPN	Ranelagh
;	PUNCT	;
sachant	VERB	savoir
jurer	VERB	jurer
avec	ADP	avec
élégance	NOUN	élégance
,	PUNCT	,
et	CCONJ	et
boxer	VERB	boxer
avec	ADP	avec
grâce	NOUN	grâce
,	PUNCT	,
un	PRON	un
des	ADP	de
plus	ADV	plus
grand	ADJ	grand
héros	NOUN	héros
de	ADP	de
taverne	NOUN	taverne
,	PUNCT	,
chasseur	NOUN	chasseur
à	ADP	à
toute	DET	tout
outrance	NOUN	outrance
,	PUNCT	,
et	CCONJ	et
le	DET	le
coryphée	NOUN	coryphée
des	ADP	de
libertins	NOUN	libertin
de	ADP	de
Marybone	PROPN	Marybone
,	PUNCT	,
telles	ADJ	tel
étaient	AUX	être
les	DET	le
rares	ADJ	rare
qualités	NOUN	qualité
de	ADP	de
Slightman	PROPN	Slightman
.	PUNCT	.
Il	PRON	il
avait	AUX	avoir
voyagé	VERB	voyager
avec	ADP	avec
beaucoup	ADV	beaucoup
de	ADP	de
fruit	NOUN	fruit
,	PUNCT	,
ayant	AUX	avoir
rapporté	VERB	rapporter
très	ADV	très
-	ADV	-
exactement	ADV	exactement
tous	ADJ	tout
les	DET	le
ridicules	NOUN	ridicule
de	ADP	de
nos	DET	notre
voisins	NOUN	voisin
;	PUNCT	;
papillon	NOUN	papillon
comme	ADP	comme
un	DET	un
français	NOUN	français
,	PUNCT	,
buvant	VERB	boire
comme	ADP	comme
un	DET	un
allemand	NOUN	allemand
,	PUNCT	,
et	CCONJ	et
mêlant	VERB	mêler
à	ADP	à
la	DET	le
fierté	NOUN	fierté
bretonne	ADJ	breton
la	DET	le
gravité	NOUN	gravité
espagnole	ADJ	espagnol
;	PUNCT	;
il	PRON	il
ne	ADV	ne
manquait	VERB	manquer
pas	ADV	pas
de	ADP	de
détonner	VERB	détonner
avec	ADP	avec
goût	NOUN	goût
les	DET	le
allegro	NOUN	allegro
de	ADP	de
l'	DET	le
opéra	NOUN	opéra
du	ADP	de
jour	NOUN	jour
;	PUNCT	;
c'	PRON	ce
était	AUX	être
le	DET	le
patron	NOUN	patron
déclaré	VERB	déclarer
des	ADP	de
virtuoses	NOUN	virtuose
.	PUNCT	.
Quelquefois	ADV	quelquefois
il	PRON	il
jouait	VERB	jouer
le	DET	le
personnage	NOUN	personnage
de	ADP	de
profond	ADJ	profond
politique	NOUN	politique
;	PUNCT	;
tantôt	CCONJ	tantôt
Wihg	PROPN	Wihg
,	PUNCT	,
tantôt	CCONJ	tantôt
Tory	PROPN	Tory
;	PUNCT	;
aujourd'hui	ADV	aujourd'hui
dans	ADP	dans
le	DET	le
parti	NOUN	parti
de	ADP	de
la	DET	le
cour	NOUN	cour
;	PUNCT	;
demain	ADV	demain
dans	ADP	dans
celui	PRON	celui
de	ADP	de
l'	DET	le
opposition	NOUN	opposition
;	PUNCT	;
en	ADP	en
un	DET	un
mot	NOUN	mot
Slightman	PROPN	Slightman
,	PUNCT	,
depuis	ADP	depuis
que	SCONJ	que
Dieu	PROPN	Dieu
crée	VERB	créer
des	DET	un
baronets	NOUN	baronet
,	PUNCT	,
était	AUX	être
,	PUNCT	,
dans	ADP	dans
cette	DET	ce
espèce	NOUN	espèce
d'	ADP	de
hommes	NOUN	homme
,	PUNCT	,
une	PRON	un
des	ADP	de
plus	ADV	plus
jolies	ADJ	joli
et	CCONJ	et
des	ADP	de
plus	ADV	plus
absurdes	ADJ	absurde
créatures	NOUN	créature
qui	PRON	qui
eussent	AUX	avoir
figuré	VERB	figurer
sur	ADP	sur
ce	DET	ce
globe	NOUN	globe
.	PUNCT	.
Il	PRON	il
n'	ADV	n'
est	AUX	être
pas	ADV	pas
difficile	ADJ	difficile
d'	ADP	de
imaginer	VERB	imaginer
qu'	SCONJ	que
un	DET	un
semblable	ADJ	semblable
individu	NOUN	individu
était	AUX	être
très	ADV	très
-	ADV	-
assuré	VERB	assurer
de	ADP	de
plaire	VERB	plaire
,	PUNCT	,
et	CCONJ	et
tout	PRON	tout
,	PUNCT	,
en	ADP	en
effet	NOUN	effet
,	PUNCT	,
contribuait	VERB	contribuer
à	ADP	à
l'	PRON	l'
affermir	VERB	affermir
dans	ADP	dans
l'	DET	le
excellente	ADJ	excellent
opinion	NOUN	opinion
qu'	PRON	qu'
il	PRON	il
avait	VERB	avoir
de	ADP	de
lui-même	PRON	lui-même
:	PUNCT	:
vingt	NUM	vingt
fol	NOUN	fol
