 	SPACE	 
l	PRON	l
'	PRON	'
être	VERB	être
.	PUNCT	.
Vous	PRON	vous
êtes	VERB	être
à	ADP	à
la	DET	le
source	NOUN	source
de	ADP	de
la	DET	le
santé	NOUN	santé
,	PUNCT	,
qui	PRON	qui
est	AUX	être
aussi	ADV	aussi
la	DET	le
source	NOUN	source
de	ADP	de
tous	ADJ	tout
les	DET	le
plaisirs	NOUN	plaisir
,	PUNCT	,
et	CCONJ	et
vous	PRON	vous
saisissez	VERB	saisir
la	DET	le
vie	NOUN	vie
à	ADP	à
mesure	NOUN	mesure
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
abonde	VERB	abonde
en	ADP	en
vous	PRON	vous
,	PUNCT	,
sans	ADP	sans
en	PRON	en
abuser	VERB	abuser
jamais	ADV	jamais
.	PUNCT	.
Le	DET	le
monde	NOUN	monde
et	CCONJ	et
ses	DET	son
chaînes	NOUN	chaîne
pèsent	VERB	peser
encore	ADV	encore
sur	ADP	sur
moi	PRON	moi
de	ADP	de
tout	ADJ	tout
leur	DET	leur
poids	NOUN	poids
;	PUNCT	;
jeté	VERB	jeter
dans	ADP	dans
une	DET	un
foule	NOUN	foule
inquiète	ADJ	inquiet
,	PUNCT	,
privée	VERB	priver
des	ADP	de
biens	NOUN	bien
de	ADP	de
la	DET	le
nature	NOUN	nature
,	PUNCT	,
parce	SCONJ	parce
que	SCONJ	que
les	DET	le
sources	NOUN	source
en	PRON	en
sont	AUX	être
ou	CCONJ	ou
corrompues	VERB	corrompre
ou	CCONJ	ou
desséchées	VERB	dessécher
parmi	ADP	parmi
eux	PRON	lui
,	PUNCT	,
et	CCONJ	et
dont	PRON	dont
toute	ADJ	tout
l	DET	l
'	DET	'
activité	NOUN	activité
se	PRON	se
consume	VERB	consume
à	ADP	à
satisfaire	VERB	satisfaire
des	DET	un
besoins	NOUN	besoin
misérables	ADJ	misérable
,	PUNCT	,
j	PRON	j
'	PRON	'
ai	VERB	avoir
les	DET	le
mêmes	ADJ	même
dégoûts	NOUN	dégoût
,	PUNCT	,
la	DET	le
même	ADJ	même
nullité	NOUN	nullité
,	PUNCT	,
les	DET	le
mêmes	ADJ	même
misères	NOUN	misère
;	PUNCT	;
enfin	ADV	enfin
,	PUNCT	,
mon	DET	mon
cher	ADJ	cher
comte	NOUN	comte
,	PUNCT	,
vous	PRON	vous
vivez	VERB	vivre
,	PUNCT	,
et	CCONJ	et
je	PRON	je
suis	AUX	être
mort	VERB	mourir
.	PUNCT	.
Quelque	DET	quelque
chose	NOUN	chose
pourtant	ADV	pourtant
a	AUX	avoir
paru	VERB	paraître
me	PRON	me
rappeler	VERB	rappeler
à	ADP	à
la	DET	le
vie	NOUN	vie
hier	ADV	hier
au	ADP	au
soir	NOUN	soir
.	PUNCT	.
C	PRON	c
'	PRON	'
est	AUX	être
la	DET	le
rencontre	NOUN	rencontre
d	ADP	d
'	ADP	'
une	PRON	un
des	ADP	de
plus	ADV	plus
intéressantesfemmes	NOUN	intéressantesfemme
que	PRON	que
j	PRON	j
'	PRON	'
aie	AUX	avoir
vue	NOUN	vue
.	PUNCT	.
J	PRON	j
'	PRON	'
arrivois	VERB	arrivois
pour	ADP	pour
souper	VERB	souper
chez	ADP	chez
la	DET	le
vieille	ADJ	vieux
Baronne	NOUN	baronne
De	ADP	de
S	NOUN	s
quand	SCONJ	quand
on	PRON	on
annonça	VERB	annoncer
Madame	NOUN	monsieur
De	ADP	de
V	NOUN	v
,	PUNCT	,
que	PRON	que
vous	PRON	vous
pouvez	VERB	pouvoir
connaître	VERB	connaître
,	PUNCT	,
et	CCONJ	et
dont	PRON	dont
vous	PRON	vous
avez	AUX	avoir
dû	VERB	devoir
entendre	VERB	entendre
parler	VERB	parler
.	PUNCT	.
Occupée	VERB	occuper
à	ADP	à
regretter	VERB	regretter
un	DET	un
mari	NOUN	mari
mort	VERB	mourir
depuis	ADP	depuis
deux	NUM	deux
années	NOUN	année
,	PUNCT	,
elle	PRON	lui
a	AUX	avoir
vécu	VERB	vivre
retirée	VERB	retirer
dans	ADP	dans
ses	DET	son
terres	NOUN	terre
pendant	ADP	pendant
tout	ADJ	tout
le	DET	le
temps	NOUN	temps
de	ADP	de
son	DET	son
deuil	NOUN	deuil
;	PUNCT	;
elle	PRON	lui
reparoît	VERB	reparoît
dans	ADP	dans
le	DET	le
monde	NOUN	monde
.	PUNCT	.
Sa	DET	son
présence	NOUN	présence
chez	ADP	chez
la	DET	le
baronne	NOUN	baronne
n	ADV	n
'	ADV	'
a	AUX	avoir
pas	ADV	pas
fait	VERB	faire
d	ADP	d
'	ADP	'
abord	NOUN	abord
une	DET	un
grande	ADJ	grand
sensation	NOUN	sensation
;	PUNCT	;
mais	CCONJ	mais
sans	ADP	sans
le	PRON	le
chercher	VERB	chercher
,	PUNCT	,
sans	ADP	sans
le	PRON	le
vouloir	VERB	vouloir
,	PUNCT	,
elle	PRON	lui
a	AUX	avoir
fini	VERB	finir
par	ADP	par
fixer	VERB	fixer
l	DET	l
'	DET	'
attention	NOUN	attention
générale	ADJ	général
.	PUNCT	.
Tous	ADJ	tout
les	DET	le
sentiment	NOUN	sentiment
doux	ADJ	doux
vont	VERB	aller
se	PRON	se
peindre	VERB	peindre
dans	ADP	dans
ses	DET	son
yeux	NOUN	oeil
que	SCONJ	que
le	DET	le
chagrin	NOUN	chagrin
n	ADV	n
'	ADV	'
a	AUX	avoir
point	ADV	point
altérés	VERB	altérer
;	PUNCT	;
ils	PRON	il
ont	VERB	avoir
de	ADP	de
la	DET	le
sensibilité	NOUN	sensibilité
,	PUNCT	,
de	ADP	de
la	DET	le
langueur	NOUN	langueur
,	PUNCT	,
de	ADP	de
la	DET	le
tendresse	NOUN	tendresse
,	PUNCT	,
en	ADP	en
un	DET	un
mot	NOUN	mot
,	PUNCT	,
tout	ADJ	tout
ce	PRON	ce
qui	PRON	qui
touche	VERB	touche
.	PUNCT	.
Elle	PRON	lui
joint	VERB	joindre
à	ADP	à
cela	PRON	cela
de	ADP	de
cet	DET	ce
esprit	NOUN	esprit
que	PRON	que
vous	PRON	vous
aimez	VERB	aimer
;	PUNCT	;
elle	PRON	lui
dit	VERB	dire
les	DET	le
plus	ADV	plus
jolies	ADJ	joli
choses	NOUN	chose
du	ADP	de
monde	NOUN	monde
avec	ADP	avec
un	DET	un
naturel	NOUN	naturel
qui	PRON	qui
enchante	VERB	encher
;	PUNCT	;
et	CCONJ	et
quand	SCONJ	quand
elle	PRON	lui
veut	VERB	vouloir
dire	VERB	dire
une	DET	un
chose	NOUN	chose
,	PUNCT	,
on	PRON	on
la	PRON	le
lit	VERB	lire
toujours	ADV	toujours
dans	ADP	dans
ses	DET	son
yeux	NOUN	oeil
:	PUNCT	:
elle	PRON	lui
est	AUX	être
vraiment	ADV	vraiment
charmante	ADJ	charmant
.	PUNCT	.

	SPACE	

LETTRE	NOUN	lettre
3	NUM	3
au	ADP	au
même	ADV	même
.	PUNCT	.

	SPACE	

je	PRON	je
sors	VERB	sortir
de	ADP	de
chez	ADP	chez
la	DET	le
baronne	NOUN	baronne
où	PRON	où
j	PRON	j
'	PUNCT	'
ai	AUX	avoir
passé	VERB	passer
la	DET	le
soirée	NOUN	soirée
;	PUNCT	;
Madame	NOUN	monsieur
De	ADP	de
V	NOUN	v
y	PRON	y
est	AUX	être
venue	VERB	venir
.	PUNCT	.
Le	DET	le
hasard	NOUN	hasard
l	PRON	l
'	PRON	'
a	AUX	avoir
placée	VERB	placer
près	ADV	près
de	ADP	de
moi	PRON	moi
,	PUNCT	,
et	CCONJ	et
nous	PRON	nous
avons	AUX	avoir
lié	VERB	lier
ensemble	ADV	ensemble
une	DET	un
conversation	NOUN	conversation
fort	ADV	fort
longue	ADJ	long
et	CCONJ	et
fort	ADV	fort
intéressante	ADJ	intéressant
,	PUNCT	,
qui	PRON	qui
m	PRON	m
'	PRON	'
a	AUX	avoir
mis	VERB	mettre
à	ADP	à
portée	NOUN	portée
de	ADP	de
connaître	VERB	connaître
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
ne	ADV	ne
paraît	VERB	paraître
pas	ADV	pas
encore	ADV	encore
tout	ADJ	tout
ce	PRON	ce
qu	PRON	que
'	PRON	'
elle	PRON	lui
vaut	VERB	valoir
.	PUNCT	.
J	PRON	j
'	PRON	'
ai	AUX	avoir
passé	VERB	passer
une	DET	un
soirée	NOUN	soirée
délicieuse	ADJ	délicieux
:	PUNCT	:
j	PRON	j
'	PRON	'
en	PRON	en
avais	VERB	avoir
besoin	NOUN	besoin
;	PUNCT	;
mon	DET	mon
âme	NOUN	âme
était	AUX	être
épuisée	VERB	épuiser
d	ADP	d
'	ADP	'
ennuis	NOUN	ennui
.	PUNCT	.
Quand	SCONJ	quand
la	DET	le
jouissance	NOUN	jouissance
des	ADP	de
yeux	NOUN	oeil
est	AUX	être
préparée	VERB	préparer
par	ADP	par
celles	PRON	celui
du	ADP	de
cœur	NOUN	cœur
et	CCONJ	et
de	ADP	de
l	DET	l
'	DET	'
esprit	NOUN	esprit
,	PUNCT	,
elle	PRON	lui
est	AUX	être
pure	ADJ	pur
,	PUNCT	,
et	CCONJ	et
suffit	VERB	suffire
à	ADP	à
une	DET	un
âme	NOUN	âme
délicate	ADJ	délicat
;	PUNCT	;
j	PRON	j
'	PRON	'
ai	AUX	avoir
donc	ADV	donc
joui	VERB	jouir
de	ADP	de
tout	ADJ	tout
ce	PRON	ce
que	PRON	que
j	PRON	j
'	PRON	'
ai	AUX	avoir
vu	VERB	voir
et	CCONJ	et
remarqué	VERB	remarquer
dans	ADP	dans
cette	DET	ce
femme	NOUN	femme
aimable	ADJ	aimable
,	PUNCT	,
comme	SCONJ	comme
un	DET	un
autre	PRON	autre
jouirait	VERB	jouir
de	ADP	de
tout	ADJ	tout
ce	PRON	ce
qu	PRON	que
'	PRON	'
il	PRON	il
possède	VERB	posséder
dans	ADP	dans
une	DET	un
maîtresse	NOUN	maîtresse
adorée	VERB	adorer
.	PUNCT	.
Elle	PRON	lui
a	VERB	avoir
l	DET	l
'	DET	'
esprit	NOUN	esprit
vif	ADJ	vif
,	PUNCT	,
quoique	ADV	quoique
délicat	ADJ	délicat
;	PUNCT	;
les	DET	le
saillies	NOUN	saillie
de	ADP	de
son	DET	son
imagination	NOUN	imagination
ont	VERB	avoir
le	DET	le
feu	NOUN	feu
des	ADP	de
choses	NOUN	chose
qui	PRON	qui
échappent	VERB	échapper
,	PUNCT	,
et	CCONJ	et
la	DET	le
tournure	NOUN	tournure
de	ADP	de
celles	PRON	celui
qu	PRON	que
'	PRON	'
on	PRON	on
médite	VERB	médite
.	PUNCT	.
Elle	PRON	lui
pense	VERB	pense
finement	ADV	finement
;	PUNCT	;
mais	CCONJ	mais
pour	ADP	pour
avoir	VERB	avoir
le	DET	le
langage	NOUN	langage
plus	ADV	plus
naturel	ADJ	naturel
,	PUNCT	,
elle	PRON	lui
craint	VERB	craindre
ordinairement	ADV	ordinairement
de	ADP	de
s	PRON	s
'	PRON	'
exprimer	VERB	exprimer
avec	ADP	avec
autant	ADV	autant
de	ADP	de
finesse	NOUN	finesse
qu	PRON	que
'	SCONJ	'
elle	PRON	lui
imagine	VERB	imagine
.	PUNCT	.
Elle	PRON	lui
a	VERB	avoir
aussi	ADV	aussi
le	DET	le
don	NOUN	don
de	ADP	de
penser	VERB	penser
même	ADV	même
profondément	ADV	profondément
;	PUNCT	;
mais	CCONJ	mais
comme	SCONJ	comme
elle	PRON	lui
a	VERB	avoir
l	DET	l
'	DET	'
humeur	NOUN	humeur
extrêmement	ADV	extrêmement
enjouée	ADJ	enjoué
,	PUNCT	,
elle	PRON	lui
traite	VERB	traire
légèrement	ADV	légèrement
les	DET	le
choses	NOUN	chose
sérieuses	ADJ	sérieux
.	PUNCT	.
Sa	DET	son
gaieté	NOUN	gaieté
cependant	ADV	cependant
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
ce	PRON	ce
qu	PRON	que
'	PRON	'
on	PRON	on
appelle	VERB	appeler
de	ADP	de
ce	DET	ce
nom	NOUN	nom
aujourd	ADV	aujourd
'	ADV	'
hui	ADV	hui
dans	ADP	dans
le	DET	le
monde	NOUN	monde
;	PUNCT	;
elle	PRON	lui
ne	ADV	ne
rit	VERB	rire
point	ADV	point
de	ADP	de
ce	PRON	ce
qui	PRON	qui
amuse	VERB	amuse
,	PUNCT	,
mais	CCONJ	mais
de	ADP	de
ce	PRON	ce
qui	PRON	qui
fait	VERB	faire
plaisir	NOUN	plaisir
,	PUNCT	,
et	CCONJ	et
sa	DET	son
gaieté	NOUN	gaieté
encore	ADV	encore
est	AUX	être
un	DET	un
sentiment	NOUN	sentiment
.	PUNCT	.
Ses	DET	son
traits	NOUN	trait
ne	ADV	ne
sont	AUX	être
pas	ADV	pas
réguliers	ADJ	régulier
,	PUNCT	,
mais	CCONJ	mais
ils	PRON	il
forment	VERB	former
un	DET	un
ensemble	NOUN	ensemble
très	ADJ	trè
-	ADJ	-
piquant	ADJ	piquant
.	PUNCT	.
Une	DET	un
partie	NOUN	partie
de	ADP	de
sa	DET	son
beauté	NOUN	beauté
échappe	VERB	échappe
à	ADP	à
bien	ADV	bien
des	ADP	de
gens	NOUN	gens
,	PUNCT	,
par	ADP	par
la	DET	le
raison	NOUN	raison
que	SCONJ	que
tout	ADJ	tout
ce	PRON	ce
que	PRON	que
son	DET	son
extérieur	NOUN	extérieur
a	VERB	avoir
de	ADP	de
séduisant	ADJ	séduisant
,	PUNCT	,
n	ADV	n
'	ADV	'
est	AUX	être
qu	ADV	qu
'	PUNCT	'
une	DET	un
partie	NOUN	partie
de	ADP	de
sa	DET	son
beauté	NOUN	beauté
.	PUNCT	.
Elle	PRON	lui
n	ADV	n
'	ADV	'
est	VERB	être
pas	ADV	pas
de	ADP	de
ces	DET	ce
femmes	NOUN	femme
qui	PRON	qui
se	PRON	se
montrent	VERB	montrer
et	CCONJ	et
qui	PRON	qui
subjuguent	VERB	subjuguer
;	PUNCT	;
ce	PRON	ce
qu	PRON	que
'	PRON	'
elleinspire	PRON	elleinspire
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
le	DET	le
mouvement	NOUN	mouvement
subit	ADJ	subit
et	CCONJ	et
passager	ADJ	passager
de	ADP	de
l	DET	l
'	DET	'
admiration	NOUN	admiration
;	PUNCT	;
c	PRON	c
'	PRON	'
est	AUX	être
un	DET	un
intérêt	NOUN	intérêt
moins	ADV	moins
vif	ADJ	vif
,	PUNCT	,
plus	ADV	plus
insensible	ADJ	insensible
,	PUNCT	,
mais	CCONJ	mais
bien	ADV	bien
plus	ADV	plus
durable	ADJ	durable
.	PUNCT	.
à	ADP	à
ses	DET	son
côtés	NOUN	côté
,	PUNCT	,
on	PRON	on
ne	ADV	ne
désir	VERB	désir
pas	ADV	pas
,	PUNCT	,
on	PRON	on
aime	VERB	aime
;	PUNCT	;
on	PRON	on
ne	ADV	ne
veut	VERB	vouloir
pas	ADV	pas
jouir	VERB	jouir
,	PUNCT	,
on	PRON	on
jouit	VERB	jouir
.	PUNCT	.
En	ADP	en
détaillant	VERB	détailler
tous	ADJ	tout
ses	DET	son
moyens	NOUN	moyen
de	ADP	de
plaire	VERB	plaire
,	PUNCT	,
on	PRON	on
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
transporté	VERB	transporter
,	PUNCT	,
l	PRON	l
'	PUNCT	'
on	PRON	on
se	PRON	se
sent	VERB	sentir
attiré	VERB	attirer
doucement	ADV	doucement
;	PUNCT	;
c	PRON	c
'	PRON	'
est	AUX	être
une	DET	un
sorte	NOUN	sorte
de	ADP	de
guirlande	NOUN	guirlande
invisible	ADJ	invisible
qui	PRON	qui
vous	PRON	vous
enlace	VERB	enlacer
avec	ADP	avec
elle	PRON	lui
;	PUNCT	;
et	CCONJ	et
par	ADP	par
un	DET	un
attrait	NOUN	attrait
qui	PRON	qui
va	VERB	aller
toujours	ADV	toujours
en	ADP	en
croissant	NOUN	croissant
,	PUNCT	,
votre	DET	votre
âme	NOUN	âme
bientôt	ADV	bientôt
à	ADP	à
l	DET	l
'	DET	'
unisson	NOUN	unisson
de	ADP	de
la	DET	le
sienne	PRON	sienne
,	PUNCT	,
finit	VERB	finir
par	ADP	par
se	PRON	se
pénétrer	VERB	pénétrer
de	ADP	de
mille	NUM	mille
sentiment	NOUN	sentiment
exquis	ADJ	exquis
dont	PRON	dont
elle	PRON	lui
est	AUX	être
l	DET	l
'	DET	'
objet	NOUN	objet
;	PUNCT	;
mais	CCONJ	mais
ce	PRON	ce
qui	PRON	qui
la	PRON	le
distingue	VERB	distingue
particulièrement	ADV	particulièrement
,	PUNCT	,
c	PRON	c
'	PRON	'
est	AUX	être
ce	DET	ce
bon	ADJ	bon
cœur	NOUN	cœur
qui	PRON	qui
craint	VERB	craindre
perpétuellement	ADV	perpétuellement
de	ADP	de
chagriner	VERB	chagriner
ou	CCONJ	ou
de	ADP	de
déplaire	VERB	déplaire
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
embrasse	VERB	embrasser
tout	ADJ	tout
le	DET	le
monde	NOUN	monde
dans	ADP	dans
sa	DET	son
bienveillance	NOUN	bienveillance
.	PUNCT	.
Ses	DET	son
peines	NOUN	peine
ne	ADV	ne
sont	AUX	être
jamais	ADV	jamais
que	ADV	que
celles	PRON	celui
des	ADP	de
autres	PRON	autre
,	PUNCT	,
et	CCONJ	et
ses	DET	son
désirs	NOUN	désir
sont	AUX	être
toujours	ADV	toujours
des	DET	un
vœux	NOUN	vœu
pour	ADP	pour
le	DET	le
bonheur	NOUN	bonheur
de	ADP	de
tout	ADJ	tout
ce	PRON	ce
qui	PRON	qui
l	PRON	l
'	PRON	'
approche	VERB	approche
.	PUNCT	.
Il	PRON	il
y	PRON	y
a	VERB	avoir
encore	ADV	encore
de	ADP	de
la	DET	le
bonté	NOUN	bonté
parmi	ADP	parmi
les	DET	le
hommes	NOUN	homme
;	PUNCT	;
mais	CCONJ	mais
la	DET	le
bonté	NOUN	bonté
dans	ADP	dans
ceuxmême	PRON	ceuxmême
qui	PRON	qui
en	PRON	en
ont	VERB	avoir
le	DET	le
plus	ADV	plus
,	PUNCT	,
a	VERB	avoir
des	DET	un
intervalles	NOUN	intervalle
fâcheux	ADJ	fâcheux
,	PUNCT	,
et	CCONJ	et
n	ADV	n
'	ADV	'
est	AUX	être
souvent	ADV	souvent
que	ADV	que
faiblesse	NOUN	faiblesse
.	PUNCT	.
Chez	ADP	chez
Madame	NOUN	monsieur
De	ADP	de
V	NOUN	v
,	PUNCT	,
c	PRON	c
'	PRON	'
est	AUX	être
un	DET	un
sentiment	NOUN	sentiment
d	ADP	d
'	ADP	'
humanité	NOUN	humanité
tellement	ADV	tellement
naturel	ADJ	naturel
,	PUNCT	,
profond	ADJ	profond
et	CCONJ	et
continu	ADJ	continu
,	PUNCT	,
que	SCONJ	que
l	DET	l
'	DET	'
empreinte	NOUN	empreinte
en	PRON	en
est	AUX	être
toute	ADV	toute
entière	ADJ	entier
sur	ADP	sur
son	DET	son
visage	NOUN	visage
,	PUNCT	,
et	CCONJ	et
qu	SCONJ	qu
'	SCONJ	'
il	PRON	il
est	AUX	être
aisé	ADJ	aisé
de	ADP	de
juger	VERB	juger
qu	SCONJ	qu
'	SCONJ	'
elle	PRON	lui
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
le	DET	le
signe	NOUN	signe
léger	ADJ	léger
d	ADP	d
'	ADP	'
un	DET	un
mouvement	NOUN	mouvement
fugitif	ADJ	fugitif
de	ADP	de
son	DET	son
âme	NOUN	âme
,	PUNCT	,
mais	CCONJ	mais
la	DET	le
marque	NOUN	marque
bien	ADV	bien
prononcée	VERB	prononcer
d	ADP	d
'	ADP	'
une	DET	un
affection	NOUN	affection
dominante	ADJ	dominant
qu	PRON	que
'	PRON	'
elle	PRON	lui
a	AUX	avoir
reçue	VERB	recevoir
de	ADP	de
la	DET	le
nature	NOUN	nature
,	PUNCT	,
qui	PRON	qui
se	PRON	se
manifeste	VERB	manifeste
encore	ADV	encore
par	ADP	par
le	DET	le
son	NOUN	son
de	ADP	de
voix	NOUN	voix
le	DET	le
plus	ADV	plus
flatteur	ADJ	flatteur
,	PUNCT	,
par	ADP	par
l	DET	l
'	DET	'
accent	NOUN	accent
même	ADV	même
de	ADP	de
la	DET	le
sensibilité	NOUN	sensibilité
,	PUNCT	,
et	CCONJ	et
par	ADP	par
je	PRON	je
ne	ADV	ne
sais	VERB	savoir
quelle	DET	quel
grâce	NOUN	grâce
touchante	ADJ	touchant
répandue	VERB	répandre
sur	ADP	sur
toute	ADJ	tout
sa	DET	son
personne	NOUN	personne
.	PUNCT	.
Enfin	ADV	enfin
,	PUNCT	,
si	SCONJ	si
la	DET	le
bonté	NOUN	bonté
personnifiée	VERB	personnifier
venait	VERB	venir
sur	ADP	sur
la	DET	le
terre	NOUN	terre
,	PUNCT	,
elle	PRON	lui
aurait	VERB	avoir
sûrement	ADV	sûrement
les	DET	le
traits	NOUN	trait
et	CCONJ	et
la	DET	le
ressemblance	NOUN	ressemblance
de	ADP	de
Madame	NOUN	monsieur
De	ADP	de
V.	NOUN	v.
Je	PRON	je
la	PRON	le
crois	VERB	croire
susceptible	ADJ	susceptible
de	ADP	de
ressentir	VERB	ressentir
une	DET	un
passion	NOUN	passion
.	PUNCT	.
Oui	ADV	oui
,	PUNCT	,
ce	DET	ce
cœur	NOUN	cœur
-là	PRON	-là
est	AUX	être
fait	VERB	faire
pour	ADP	pour
aimer	VERB	aimer
;	PUNCT	;
mais	CCONJ	mais
ce	PRON	ce
n	ADV	n
'	ADV	'
est	AUX	être
pas	ADV	pas
à	ADP	à
la	DET	le
manière	NOUN	manière
du	ADP	de
siècle	NOUN	siècle
.	PUNCT	.
Elle	PRON	lui
n	ADV	n
'	ADV	'
aimera	VERB	aimer
point	ADV	point
,	PUNCT	,
parce	SCONJ	parce
que	SCONJ	que
la	DET	le
nature	NOUN	nature
l	PRON	l
'	PRON	'
invitera	VERB	inviter
à	ADP	à
satisfaireun	VERB	satisfaireun
penchant	NOUN	penchant
;	PUNCT	;
mais	CCONJ	mais
parce	SCONJ	parce
que	SCONJ	que
la	DET	le
nature	NOUN	nature
lui	PRON	lui
dira	VERB	dire
,	PUNCT	,
que	SCONJ	que
l	DET	l
'	DET	'
amour	NOUN	amour
seul	ADJ	seul
est	AUX	être
capable	ADJ	capable
de	ADP	de
faire	VERB	faire
le	DET	le
bonheur	NOUN	bonheur
de	ADP	de
l	DET	l
'	DET	'
honnête	ADJ	honnête
homme	NOUN	homme
qu	PRON	que
'	PRON	'
elle	PRON	lui
aura	AUX	avoir
jugé	VERB	juger
digne	ADJ	digne
de	ADP	de
son	DET	son
choix	NOUN	choix
.	PUNCT	.

	SPACE	

LETTRE	NOUN	lettre
4	NUM	4
au	ADP	au
même	ADV	même
.	PUNCT	.

	SPACE	

j	PRON	j
'	PRON	'
ai	AUX	avoir
obtenu	VERB	obtenir
la	DET	le
permission	NOUN	permission
de	ADP	de
lui	PRON	lui
faire	VERB	faire
ma	DET	mon
cour	NOUN	cour
chez	ADP	chez
elle	PRON	lui
;	PUNCT	;
je	PRON	je
la	PRON	le
vois	VERB	voir
souvent	ADV	souvent
;	PUNCT	;
elle	PRON	lui
me	PRON	me
traite	VERB	traire
avec	ADP	avec
distinction	NOUN	distinction
;	PUNCT	;
elle	PRON	lui
m	PRON	m
'	PRON	'
écoute	VERB	écoute
avec	ADP	avec
plaisir	NOUN	plaisir
,	PUNCT	,
et	CCONJ	et
moi	PRON	moi
j	PRON	j
'	PRON	'
aime	VERB	aime
de	ADP	de
plus	ADV	plus
en	ADP	en
plus	ADV	plus
sa	DET	son
conversation	NOUN	conversation
,	PUNCT	,
qui	PRON	qui
semble	VERB	semble
faite	VERB	faire
pour	ADP	pour
créer	VERB	créer
des	DET	un
surprises	NOUN	surprise
à	ADP	à
tous	ADJ	tout
les	DET	le
instants	NOUN	instant
.	PUNCT	.
Que	ADV	que
de	ADP	de
choses	NOUN	chose
senties	VERB	sentir
et	CCONJ	et
spirituelles	ADJ	spirituel
échappent	VERB	échapper
de	ADP	de
cette	DET	ce
belle	ADJ	bel
bouche	NOUN	bouche
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
toujours	ADV	toujours
ont	VERB	avoir
l	DET	l
'	DET	'
air	NOUN	air
de	ADP	de
se	PRON	se
cacher	VERB	cacher
sous	ADP	sous
la	DET	le
plus	ADV	plus
aimable	ADJ	aimable
candeur	NOUN	candeur
!	PUNCT	!
C	PRON	c
'	PRON	'
est	AUX	être
comme	ADP	comme
une	DET	un
onde	NOUN	onde
pure	ADJ	pur
qui	PRON	qui
fuit	VERB	fuir
sous	ADP	sous
des	DET	un
feuillages	NOUN	feuillage
,	PUNCT	,
comme	ADP	comme
pour	ADP	pour
dérober	VERB	dérober
aux	ADP	à
yeux	NOUN	oeil
sa	DET	son
limpidité	NOUN	limpidité
.	PUNCT	.
Que	PRON	que
vous	PRON	vous
dirai	VERB	dire
-je	PRON	je
,	PUNCT	,
moncher	PROPN	moncher
comte	NOUN	comte
?	PUNCT	?
Il	PRON	il
ne	ADV	ne
sort	VERB	sortir
que	ADV	que
des	DET	un
grâces	NOUN	grâce
de	ADP	de
son	DET	son
imagination	NOUN	imagination
;	PUNCT	;
cela	PRON	cela
éclaircit	VERB	éclaircir
la	DET	le
mienne	PRON	mienne
,	PUNCT	,
et	CCONJ	et
la	PRON	le
reporte	VERB	reporte
encore	ADV	encore
sur	ADP	sur
des	DET	un
images	NOUN	image
agréables	ADJ	agréable
.	PUNCT	.
Quand	SCONJ	quand
je	PRON	je
vois	VERB	voir
Madame	NOUN	monsieur
De	ADP	de
V	NOUN	v
,	PUNCT	,
je	PRON	je
crois	VERB	croire
voir	VERB	voir
en	ADP	en
même	ADJ	même
temps	NOUN	temps
un	DET	un
doux	ADJ	doux
rézeau	NOUN	rézeau
de	ADP	de
fleurs	NOUN	fleur
s	PRON	s
'	PRON	'
étendre	VERB	étendre
légèrement	ADV	légèrement
sur	ADP	sur
le	DET	le
tableau	NOUN	tableau
de	ADP	de
mes	DET	mon
peines	NOUN	peine
,	PUNCT	,
ou	CCONJ	ou
plutôt	ADV	plutôt
,	PUNCT	,
il	PRON	il
me	PRON	me
semble	VERB	semble
que	SCONJ	que
je	PRON	je
sors	VERB	sortir
d	ADP	d
'	ADP	'
une	DET	un
prison	NOUN	prison
obscure	ADJ	obscur
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
je	PRON	je
marche	VERB	marche
conduit	VERB	conduire
par	ADP	par
elle	PRON	lui
dans	ADP	dans
un	DET	un
air	NOUN	air
embaumé	VERB	embaumer
d	ADP	d
'	ADP	'
odeurs	NOUN	odeur
suaves	ADJ	suave
et	CCONJ	et
rafraîchissantes	ADJ	rafraîchissant
.	PUNCT	.
Il	PRON	il
n	ADV	n
'	ADV	'
est	VERB	être
donc	ADV	donc
point	NOUN	point
de	ADP	de
chagrin	NOUN	chagrin
qui	PRON	qui
tienne	VERB	tenir
contre	ADP	contre
les	DET	le
attraits	NOUN	attrait
d	ADP	d
'	ADP	'
une	DET	un
femme	NOUN	femme
?	PUNCT	?
Et	CCONJ	et
les	DET	le
grâces	NOUN	grâce
ont	VERB	avoir
-	PRON	-
elles	PRON	lui
dans	ADP	dans
leur	DET	leur
main	NOUN	main
la	DET	le
destinée	NOUN	destinée
de	ADP	de
tous	ADJ	tout
les	DET	le
hommes	NOUN	homme
?	PUNCT	?

	SPACE	

LETTRE	NOUN	lettre
5	NUM	5
à	ADP	à
Madame	NOUN	monsieur
De	ADP	de
V.	NOUN	v.

	SPACE	

