 	SPACE	 
ouvert	ADJ	ouvert
et	CCONJ	et
paré	VERB	parer
de	ADP	de
longs	ADJ	long
cheveux	NOUN	cheveu
blancs	ADJ	blanc
,	PUNCT	,
semble	VERB	semble
annoncer	VERB	annoncer
sa	DET	son
bonne	ADJ	bon
nature	NOUN	nature
:	PUNCT	:
il	PRON	il
nous	PRON	nous
fit	VERB	faire
tout	ADJ	tout
l'	DET	le
accueil	NOUN	accueil
que	PRON	que
lui	PRON	lui
permettait	VERB	permettre
sa	DET	son
respectable	ADJ	respectable
pauvreté	NOUN	pauvreté
:	PUNCT	:
on	PRON	on
nous	PRON	nous
offrit	VERB	offrir
du	DET	de
lait	NOUN	lait
,	PUNCT	,
du	DET	de
beurre	NOUN	beurre
,	PUNCT	,
des	DET	un
oeufs	NOUN	oeuf
frais	ADJ	frais
;	PUNCT	;
nous	PRON	nous
n'	ADV	n'
hésitames	VERB	hésitamer
point	ADV	point
à	ADP	à
profiter	VERB	profiter
de	ADP	de
son	DET	son
invitation	NOUN	invitation
;	PUNCT	;
Dorset	PROPN	Dorset
voulut	VERB	vouloir
lui	PRON	lui
donner	VERB	donner
de	ADP	de
l'	DET	le
argent	NOUN	argent
:	PUNCT	:
nous	PRON	nous
nous	PRON	nous
aperçûmes	VERB	apercevoir
que	SCONJ	que
cette	DET	ce
proposition	NOUN	proposition
l'	PRON	l'
humilioit	VERB	humilioit
;	PUNCT	;
une	DET	un
âme	NOUN	âme
qui	PRON	qui
se	PRON	se
sent	VERB	sentir
,	PUNCT	,
qui	PRON	qui
se	PRON	se
plaît	VERB	plaire
dans	ADP	dans
sa	DET	son
dignité	NOUN	dignité
,	PUNCT	,
frémit	VERB	frémir
à	ADP	à
la	DET	le
seule	ADJ	seul
idée	NOUN	idée
d'	ADP	de
intérêt	NOUN	intérêt
;	PUNCT	;
je	PRON	je
fis	VERB	faire
présent	NOUN	présent
à	ADP	à
une	PRON	un
de	ADP	de
ses	DET	son
filles	NOUN	fille
d'	ADP	de
un	DET	un
anneau	NOUN	anneau
d'	ADP	de
or	NOUN	or
de	ADP	de
peu	ADV	peu
de	ADP	de
valeur	NOUN	valeur
que	PRON	que
j'	PRON	je
avais	VERB	avoir
au	ADP	au
doigt	NOUN	doigt
.	PUNCT	.

	SPACE	

À	ADP	à
peine	ADV	peine
étions	AUX	être
-nous	PRON	nous
sortis	VERB	sortir
,	PUNCT	,
nous	PRON	nous
rencontrons	VERB	rencontrer
auprès	ADV	auprès
d'	ADP	de
une	DET	un
fontaine	NOUN	fontaine
taillée	VERB	tailler
dans	ADP	dans
le	DET	le
roc	NOUN	roc
,	PUNCT	,
une	DET	un
fille	NOUN	fille
qui	PRON	qui
gardait	VERB	garder
des	DET	un
moutons	NOUN	mouton
;	PUNCT	;
elle	PRON	lui
était	AUX	être
assise	VERB	asseoir
sur	ADP	sur
un	DET	un
petit	ADJ	petit
tertre	NOUN	tertre
couvert	VERB	couvrir
de	ADP	de
mousse	NOUN	mousse
:	PUNCT	:
c'	PRON	ce
était	AUX	être
une	DET	un
souveraine	NOUN	souverain
sur	ADP	sur
son	DET	son
trône	NOUN	trône
.	PUNCT	.
Je	PRON	je
crois	VERB	croire
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
aux	ADP	à
passions	NOUN	passion
rapides	ADJ	rapide
,	PUNCT	,
à	ADP	à
ces	DET	ce
transports	NOUN	transport
impérieux	ADJ	impérieux
qui	PRON	qui
semblent	VERB	sembler
décider	VERB	décider
du	ADP	de
cœur	NOUN	cœur
,	PUNCT	,
et	CCONJ	et
lui	PRON	lui
commander	VERB	commander
pour	ADP	pour
la	DET	le
vie	NOUN	vie
;	PUNCT	;
je	PRON	je
n'	ADV	n'
ai	AUX	avoir
pas	ADV	pas
jeté	VERB	jeter
un	DET	un
regard	NOUN	regard
sur	ADP	sur
Clary	PROPN	Clary
,	PUNCT	,
c'	PRON	ce
est	AUX	être
ainsi	ADV	ainsi
que	PRON	que
s'	PRON	se
appelait	VERB	appeler
la	DET	le
jeune	ADJ	jeune
personne	NOUN	personne
,	PUNCT	,
que	PRON	que
voilà	VERB	voilà
mes	DET	mon
sens	NOUN	sens
troublés	VERB	troubler
,	PUNCT	,
remplis	VERB	remplir
du	ADP	de
plaisir	NOUN	plaisir
de	ADP	de
contempler	VERB	contempler
ce	DET	ce
charmant	ADJ	charmant
objet	NOUN	objet
;	PUNCT	;
tous	ADJ	tout
mes	DET	mon
regards	NOUN	regard
y	PRON	y
sont	AUX	être
attachés	VERB	attacher
.	PUNCT	.
En	ADP	en
effet	NOUN	effet
,	PUNCT	,
c'	PRON	ce
est	AUX	être
peut-être	ADV	peut-être
la	DET	le
physionomie	NOUN	physionomie
la	DET	le
